Pais,Cluster,PIB_per,Poblacion,Esperanza.vida,Acceso.electricidad,Area.boscosa,Suscripciones.movil,Crecimiento.PIB,Mortalidad.infantil,Inversion.extranjera,Gasto.salud,Uso.internet,Importaciones,Exportaciones,Tierra.cultivable,Crecimiento.poblacion,Industria,Remesas
Romania,1,15557.8826247584,19048502,75.1536585365854,100,30.1158292767733,121.142,3.96530766311717,5.4,3.87290125410084,5.7490139,85.5031,50.2604123933931,43.3611500953615,35.6875869262865,-0.385412679960785,27.3352765482745,2.96311774307304
Russian Federation,1,15619.6142578125,144236933,72.5456097560976,100,49.7843605035639,168.476,-1.43588213859842,3.9,-1.73680981421063,6.91986275,90.418,15.0624830768008,27.7203033526803,7.42809828740168,-0.352843110363082,32.2301435685138,0.141610832659861
Rwanda,3,975.469323979541,13651030,67.528,50.6,11.2687474665586,80.5952,8.16120720872912,30.8,2.29121488730003,7.8792119,31.2252,38.667017988674,22.4780615146911,50.2005391163356,2.19046619232976,21.2695312277805,3.56076089315464
Samoa,2,3869.46639492144,215261,71.55,98.3,57.8093525179856,62.3987,-5.30629089966979,13.1,0.576323080112089,6.3012085,57.3288,52.7167977064992,12.2663826209512,4.06115107913669,0.690847424147793,11.4247607937656,33.6116624207203
San Marino,1,54264.570495898,33755,85.708,100,16.6666666666667,120.27,7.89844145767604,1.4,4.6890007069979,7.40650225,85.0607,173.023720494097,197.412351319317,33.0833333333333,-1.46164026701119,37.5952017777331,1.19322471582122
Saudi Arabia,2,38510.2276211037,32175224,77.31,100,0.454484134921779,149.798,12.0005874752929,5.1,2.1556449627378,4.62462378,100,20.839154879381,35.9850098955522,1.59577287888021,4.41891994509507,53.1237705884733,0.0231657002868662
Senegal,2,1574.0281059306,17651103,67.788,67.9,41.4904690178154,118.15,3.85043193735768,31.4,10.5411241953817,4.06358385,59.2246,52.9006574275324,26.6991642240508,19.893003687737,2.46764281803509,24.8999790711237,10.4760303181811
Serbia,1,10022.9688543402,6664449,75.2365853658537,100,32.3858163872042,129.813,2.63098644408841,4.5,6.90481580907467,9.65742779,83.5383,71.1882638323661,60.7493785262136,30.9192531811155,-2.5170575672922,25.2180137295977,8.53950939671764
Sierra Leone,3,860.774590932595,8276807,61.275,29.4,34.5721806594625,107.882,5.3135546141915,58,2.03524049526072,7.94752312,19.2287,28.2604802844004,16.7726115326261,21.9451371571072,2.22598462352813,20.7187562701714,4.08689986140758
Slovak Republic,1,21334.6011006572,5431752,76.9658536585366,100,40.05615640599,136.029,0.437359508569173,5,4.16543607751776,7.73064041,89.0677,104.938859089755,98.9901091582711,27.5166389351082,-0.284860959688394,26.534195815207,1.99871759421087
Slovenia,1,28373.8382265999,2112076,81.2829268292683,100,61.2701922885918,126.459,2.69923874523828,1.9,3.63837227783814,9.60507679,88.9125,92.2369346587529,93.9826603175574,8.89185753163425,0.189424378732817,28.009830470769302,1.29987972906121
Solomon Islands,3,2005.4139933198,781066,70.409,76,90.0861021793498,62.0735,2.40248143622522,17,2.59958214293393,4.82369328,42.094,51.7491878351403,26.2867431210615,0.821722043586995,2.39378076885188,18.6566988923246,5.18047345741781
South Africa,2,6523.41097815853,62378410,65.454,86.5,13.9950786833623,160.729,1.91147996033504,24.5,2.27046857469365,8.77086639,75.4556,31.4115525789563,33.3714495540545,9.89209374407505,1.41397227960081,24.9348725792342,0.21450298986945
Spain,1,30270.2687017458,47786102,83.1341463414634,100,37.1827922798055,123.4,6.17931219966114,2.6,4.52740675341745,9.73828793,94.4855,38.8724320759099,39.7551303881907,23.3945131872425,0.718854879160094,20.930906380107,0.296288573935509
Sri Lanka,1,3342.63650253855,22181000,77.3,100,34.0559327513741,151.727,-7.34919301306745,5.5,1.19249322228343,4.36269855,48.3,25.1230455575852,21.5595624620967,22.1791141286777,0.112772639779474,29.8058315790625,5.15135988972612
Sweden,1,55296.9371472535,10486941,83.0585365853659,100,68.6996660773915,140.782,1.45928849980044,2,9.31834204985397,10.49857044,95.0097,51.974737140744,53.8802781349213,6.20703201728541,0.68058286829853,24.0248816282995,0.63779019840825
Switzerland,1,94394.5106803525,8777088,83.6048780487805,100,32.2956707010417,123.971,3.04406102969423,3.5,-1.9380912110037,11.70653343,96.4528,62.3609309845406,76.1397677689787,10.0380287033819,0.829927183900371,24.5433816560689,0.392019935734591
Tajikistan,2,1052.17949484894,10182222,71.562,100,3.06794437639599,126.161,8.00000033846364,23.1,1.62432287476597,7.62917423,53.1078,49.082387543926,16.3531240454317,6.04366308811874,2.13728529423458,34.702580856427,49.8953124537059
Tanzania,3,1207.85302734375,64711821,66.879,45.8,50.5836531948521,93.016,4.56600576430955,31.2,1.89728870685569,3.1119566,22.101,19.5897411900311,15.4137105201683,15.2432829081057,2.95046658393064,27.6848111756783,0.928801651738841
Thailand,1,6909.35281815827,71735329,75.291,99.9,38.7578539411615,176.223,2.58037874709827,8.3,2.39179841841837,5.35470581,87.9772,67.485947891463,65.3727641914083,31.0307502593513,0.0111485454856964,35.1217577031461,1.79902603650806
Timor-Leste,1,2343.24523350389,1369295,67.368,99.7,61.7552118359112,108.158,-20.5415847471733,36.9,-8.42319217915231,14.32454681,34.5102,42.0098681091243,55.6120534416076,7.49831876260928,1.40884587356384,54.5123443416769,5.12418231102754
Togo,3,898.758154410712,9089738,62.29,57.2,22.1244714101857,72.2148,5.75954251521733,36.9,-2.1213197375223,6.04134083,35.5105,39.8886139342477,25.5991710804409,48.7221915793344,2.35270895960531,20.1411361143218,7.34441216376656
Tonga,2,4933.07466930785,105042,72.635,100,12.4305555555556,61.7258,-2.3098644452046,8.2,0.561880389995766,8.13607597,57.7181,63.7555896484468,11.5596393402516,27.7777777777778,-0.425589151486705,15.5452200860364,41.9416042215336
Tunisia,2,3708.8481241036,12119334,76.05,100,4.54293254376931,131.875,2.67331821840567,11.5,1.43099166681877,6.96380186,70.5532,64.848784613951,50.9788319964445,18.2241246138002,0.585173208533683,24.6712973914539,6.24388724014609
Turkiye,2,10674.504157865,84979913,77.591,100,29.2768733027559,103.721,5.53342787492781,8,1.5195369726187,3.70338893,83.4372,42.5859275135465,38.5842021809785,26.2632693632005,0.984586244469359,31.2937674598139,0.0767264751119134
Uganda,3,963.067314233497,47312719,67.675,47.1,11.2477114502294,70.1401,4.58802192181773,28.7,6.48067616187326,4.39089251,11.1246,22.4833064937607,12.0219954333331,34.4105326152005,3.00759449042677,26.7661486333726,2.74413888235979
United Kingdom,1,46062.9914079698,67604000,81.0112195121951,100,13.2554871243748,119.834,4.83908517877134,3.9,1.44178892281254,11.05087757,96.2989,35.3133356660075,33.5671944737788,24.9704873310462,0.921336799385098,17.2416550164897,0.127329110558805
United States,1,77860.9112908848,334017321,77.4341463414634,100,33.8669264120375,108.786,2.5123753198332,5.5,1.60299809746593,16.49613953,92.2016,15.2894619130397,11.6022279170372,16.5679749153313,0.575744520494521,18.0835980676354,0.0294652652279532
Uruguay,1,20818.6146091144,3390913,76.468,100,11.8443606444978,139.829,4.48622703072073,5.6,12.4804063396028,8.94532204,89.873,27.6991820910559,33.3316130133263,12.0871328990972,-0.170369337727093,17.7086542108617,0.177304603447649
Uzbekistan,2,2578.66689394219,34938955,72.147,100,8.49046413042492,105.472,6.00134232203442,13.1,2.94947448385164,7.36325455,83.9,39.5742214971006,23.2670310407511,9.14213483656037,2.00999064709715,31.4813507507112,17.2173418207715
Vanuatu,2,3292.34108821237,313046,71.302,71.6,36.2838392124692,81.6203,5.18622862422562,14.4,1.03768879308797,4.14742947,45.6747,55.4554630330558,9.64841450079906,1.64068908941756,2.31965082626492,7.54647152830347,19.1944600950786
Viet Nam,2,4147.69777213621,99680655,74.502,100,47.203321964464,137.852,8.53750046755788,14.3,4.32947308910883,4.58891582,78.59,89.7334901043249,93.420129043511,21.5455493907711,0.750756665157789,38.4823612398341,3.19268406571154
Zambia,3,1447.12310138035,20152938,65.279,47.8,59.7769691548178,98.4373,5.21122360356247,32.2,-0.223286755156161,5.25592279,15,29.1033177078897,40.1939977114306,5.11171794078478,2.76365042984169,35.2838210182449,0.834891790615501
Zimbabwe,3,2040.54658705395,16069056,62.36,50.1,44.8557321959416,88.9958,6.1391761744749,42.2,1.02703421422807,3.62880659,37.8861,36.8914368897899,27.8721704885775,10.4004932144242,1.7062092862652,39.6916413837249,9.40858693770342
