Country,cluster,PC1,PC2,PC3,PC4,PC5,PC6,PC7
Croatia,1,-1.4108846091585863,1.0344804096153535,-0.09444275669228964,0.10350793927992263,0.3197013440684692,-0.24517929924148,0.33530318155606925
Cyprus,1,-2.1618555373283486,-0.4369424223881075,-0.23906528914248712,-0.3898857465255836,-0.15398725800384236,-0.23583408946471568,0.2698933165773817
Czechia,1,-1.803748925970656,-0.46576245536305655,0.672351682931984,0.05021482908985039,-0.3022124266445496,-0.587841131595791,-0.06416868396134452
Denmark,1,-2.873556570066276,-1.2247487956789957,0.8441263524402169,-0.5330459181415282,-0.5967682254411396,-0.07447753762111606,0.5719455189231948
Djibouti,2,2.7711044312477098,-0.14113226294795045,-1.7898302999353826,-2.2227563336186575,0.23035923547313783,2.2799224717401825,0.26223027932447884
Dominican Republic,1,-0.24818624394725985,0.13366843677289236,-0.2315321252414922,0.20161061830284627,0.39065872519252576,-0.20957822911414684,-0.4300047952204355
Ecuador,1,-0.6593137916101528,0.6857255788330588,0.3949137601185647,0.4191219867344869,0.31846407145619804,-0.5365974942955565,0.13595418446662547
"Egypt, Arab Rep.",1,0.34568451712989223,0.11804102686077497,-1.254022005873738,0.4548119143616805,-0.809968841609298,0.5206170346265804,0.019404833108411828
El Salvador,1,-1.4041806680433013,0.4376643380144773,0.45559328321045295,-0.25449425032605794,-0.4766631938409906,-0.28972093163464896,-0.8734222202391497
Equatorial Guinea,2,3.546719126564142,-0.23648795563044944,0.7383725653857658,-0.09983952766993887,1.4302490501792118,-0.4369064163761979,-0.36508957854275403
Estonia,1,-1.9078160154813228,0.047100883320757785,0.6169299029030407,0.09155622587849103,0.3405302103914305,-0.5143808256417763,-0.9753323113511401
Eswatini,1,1.9409562293651965,1.8505064131843603,-1.3472765549435801,-2.7055911489575775,0.8542105137473849,2.954149290971829,-0.12474358889142298
Fiji,1,0.4636513514281911,0.8818581145833343,-1.384307283263432,0.9112261004704997,1.7340130839800685,-1.3557691319627938,0.3844246827421196
Finland,1,-2.6596736575460076,0.30286819714858493,1.5708751488404984,-0.19210891659158286,0.7977088143003424,-0.4608658942541461,0.22843722658976576
France,1,-2.450887784102836,0.08873402021661556,1.1294888498288465,-0.5788674237435272,-0.41324554838304467,0.18078519132047327,1.106859049475704
Gabon,1,1.0652598463405407,0.3695269010076892,-0.4732183562218766,-1.0397797292602438,1.9684321963678528,0.4167783265618903,-1.3653630341132126
"Gambia, The",2,2.6920829482342175,-0.795185840207666,-0.4518754963749453,-0.23892179682037093,-0.18343820030718827,-0.23532277902421858,-0.7142928699098129
Georgia,1,-1.1637229707850645,1.1601628319397401,-0.9914163849606723,-0.4092447291696941,0.6395745336713424,-0.2665210411819745,-0.06682249807351867
Germany,1,-2.5872003333585587,-0.3469438285519792,1.5553031918735303,-0.22962979668793904,-0.6336802913427207,-0.10872895319837797,1.0534042723614074
Ghana,1,1.23267111750839,-0.25892206267429907,-0.34410158141359604,0.5146943357699598,-0.005840579089005546,-0.3157022831230055,-1.1727511039063967
Greece,1,-2.0512879870257295,1.2018492173395203,0.025577109188724606,-0.7249817165530502,0.2805611215553127,0.5173780759676091,0.674299954337478
Guatemala,1,0.15205918464945445,0.32538963492061573,0.23596601426107366,0.33531133329112567,-0.25146286615257435,-0.3224525713439852,-0.30508526761104476
Guinea,2,4.522203695561581,-0.7988090855996864,0.04672854883007835,-0.08026602340095605,-0.1714302797967331,0.03146980542650525,-0.6340387707018195
Guinea-Bissau,2,3.6275317172328125,-0.19896358076147103,1.4678989087543495,-0.004029258873586836,0.7193036284230324,-0.989636377302791,0.011597596454370862
Guyana,1,0.8292313583207412,0.9123735880663058,-5.683176493175384,1.7028085969696674,5.301659438632712,-3.1416448309510012,4.2387654705830595
Honduras,1,0.4233195938348394,0.7542779517134474,0.6151404093598357,-0.18809064886315663,0.45169091932029953,-0.1014069296112304,0.3883712668101574
Hungary,1,-1.510829413696286,0.3796227971703977,0.1230506965626722,0.2335006536118714,-0.14300310554460172,-0.07567577921425572,-0.02636427178050557
Iceland,1,-2.795665664710606,-2.515722574815742,-0.1487870252801642,-0.6152378345035913,-0.6431240907801815,-0.49416740876229825,1.2350700026466617
India,1,0.9520230084064,1.6660157926325023,-1.9909255629131652,6.0009314909983225,-3.708604030066574,2.9332111981315068,2.179828437485476
Indonesia,1,0.047335227394588106,0.7665358062892331,-0.7312573133852448,1.9462676684336664,-0.18796176284639352,0.03107354299380251,-0.7942430820824867
"Iran, Islamic Rep.",1,-1.3029114209875248,-0.17120058894654444,-1.1434311161374398,-0.182659903095001,-0.74429882168284,0.5322195406278382,-1.0917358756581448
Iraq,1,-2.3082656631859266e-4,-0.4258568957996677,-1.9586727657540637,-0.7819797029220686,-0.23740680840914885,1.0212350805980634,-0.179487033571078
Ireland,1,-2.4931087072893203,-2.5607846272448103,-0.16109265265977124,0.3036993673461811,0.18932933871666413,-0.32451489024057284,1.2471946220573065
Israel,1,-2.6726730877424107,-1.8984967569210704,-0.3352684498317305,-0.3121292779929374,-0.6283401969676344,-0.4461881887348966,0.03503434484812501
Italy,1,-2.3312548770403345,0.3960545767892316,0.34806116031636436,-0.17234090520909562,-0.029338360466803,0.07092526490269103,0.569970838437522
Jamaica,1,-0.4993305641868413,1.2277029017567884,0.4975056575669097,0.3585537085661138,0.5671351391166388,-0.45951708654787227,-0.03809156152964778
Japan,1,-3.148055197874122,0.6675247769463977,1.7516177639595798,0.3350635462726181,0.09551849081872893,-0.5006853203786996,0.0723523492097317
Jordan,1,-0.8759618704574461,-0.10831181998078054,-0.9996975972980534,-1.6680965313967588,-0.5173384514220176,1.5229946252216084,0.2705724424645535
Kazakhstan,1,-0.8098721921644504,-0.44864553064771784,-1.0328022582322127,0.25953313053178273,-0.6985214352075283,0.10665617723955526,-1.0471766741979989
"Korea, Rep.",1,-2.7746096496564983,0.5447209186718416,1.217308366502692,0.34286968694244435,0.4312794369064046,-0.6802396380777666,-0.03588444528941943
Kuwait,1,-2.0189563880069925,-3.45293324271977,-1.4472634868122909,-0.1608342174176741,-0.8433906374856743,-0.7853086948352395,-1.2313338093644617
Kyrgyz Republic,1,0.10258291298764008,-0.09341918474954689,-1.2317358065642086,0.45803359771557595,-0.3420892625475575,-0.2989348513833829,-0.21882861380757734
Lao PDR,1,1.523877053050067,0.9120434661555753,0.2162407873532858,1.5424070939593657,0.8632813836578652,-0.7500089781492013,-0.9827629934810442
Latvia,1,-1.5420888949844698,1.0688336025207825,0.7191150084644645,0.032113995896397275,0.5323194987317432,-0.1451125880814333,-0.2294514419106546
Lebanon,1,-0.9079378945933108,0.3751799310974175,-0.17744594004137665,-0.7787768899411189,-0.4732256394063537,1.0309860501180088,-0.33837062674134294
Lesotho,2,3.7471558062165764,0.5893695470816922,0.7984161512948281,-2.230976860040651,-0.6414181056161293,1.7901308971207288,1.632604132055465
Liberia,2,4.454674682248794,0.46388645454427185,2.9419686797479523,-0.8581733095814614,0.2227884282623999,-1.0315612581192213,2.1672272562286814
Lithuania,1,-1.6104195192356774,0.10070272624760171,0.21270263551940438,-0.07094673365485257,0.0038882794447276797,-0.19729618812237867,-0.46292001894562856
Luxembourg,1,-3.8178473832222912,-6.422771611821505,2.686599362032809,3.705031728905323,6.590062275979642,6.6224822589399395,-0.13369927801649742
Madagascar,2,4.747081323314979,-0.9718782573158057,0.3755785908066521,0.28489644523671964,-0.31638591708649977,-0.14924712149453837,-0.013952154884185622
Malawi,2,4.831638561274586,-0.6796001382442094,1.3877833103681518,-0.14886169015202336,-0.48891132629221873,-4.7876192424803343e-4,0.6939098666090943
Malaysia,1,-1.3778646461412292,0.13828649386197184,-0.7472560213903623,0.7585541234251142,0.8189639273953352,-0.9805081107727904,-0.8606850496072979
Maldives,1,-1.3109578721363748,-0.11378626598591901,-1.0082791475954849,-0.218962506165123,-0.6096031906217424,-0.865687515985228,0.9872394716463557
Mali,2,4.210142047822271,-1.412727467307369,-0.13050424212114,0.011832272769260424,-0.6601840047976517,-0.07399112844125992,-0.8723654077399149
Malta,1,-2.2081118408842224,-0.6550837197345661,-0.44325330037802607,-1.8088851841445166,-3.0853054989050994,-2.454614933228137,0.2567744768462105
Mauritius,1,-0.8369586703104825,0.8667686975272203,-0.9663346559458222,0.2563935039387346,0.07038760188461374,-0.267104237787531,-0.5662267665948196
Mexico,1,-0.8978561297683351,0.19840888567050174,-0.04281855865079244,0.7058465582694137,-0.3888754742632362,-0.032717630512989745,-0.31493955703545795
Moldova,1,-0.9867121254472632,1.8443328808668533,1.009136025713727,0.48169229052519275,-0.8819820799057498,0.415427436075671,-1.124728726465968
Mongolia,1,-0.9741774602752413,0.006785169100064006,-0.4380883701643627,-0.714597397515661,-0.8905114535808663,-0.15894660005370198,-0.3208385068116367
Montenegro,1,-2.3808895041986085,1.6888544091900997,-0.07073675906282016,-1.1903127213268805,0.7543309333091902,-0.19838194147868768,-0.4161087348147651
Morocco,1,-0.9875995947863285,0.20870269944575365,-0.7476859776349953,-0.34350141345412794,-0.5287419436535374,0.5810768073043651,-1.0404650514139981
Mozambique,2,4.830095825682005,-0.457483126838501,1.6305641149781036,-0.3556973568296503,-0.2571246256247929,-0.5991370621670641,1.2406088240443531
Myanmar,1,1.951071568464031,0.6919013803160063,0.31717202420304796,0.7567540489756142,0.16089016233889092,-0.269791894726606,-0.38848633861073445
Namibia,2,2.556919206785806,-0.46867414178640104,-0.4923344441505758,-2.3377963242059803,-0.325971413460444,1.2286729472478684,0.7896507594024488
Nepal,1,0.8268543789089142,1.3071447457368093,-0.3760023537348254,0.11196776271838585,0.4160975105511452,0.2034131887459917,-0.3056929403471384
Netherlands,1,-2.6876714846331224,-1.288459724438741,0.6166311886970383,-0.4693516132773838,-0.6112014995283854,-0.14825360469233712,1.0160682840697826
New Zealand,1,-2.667141948660203,-0.266088014129206,1.1177359144923797,-0.20232630260587814,-0.022141652935610226,-0.4057726668321617,0.7308952390224811
Nicaragua,1,0.3929682219643909,0.23566809191383137,0.6692131668414836,-0.3367874778636929,-0.518163693667874,-0.26418338565754096,0.2574930807782421
Niger,2,5.990393318422994,-1.615535953479708,-0.3419617762821464,0.26352237983769555,-0.5940560638109389,-0.6127725988999152,0.953246068531198
Nigeria,2,4.146731892963793,-0.5678500540652188,-0.04025034607578601,0.6689912094929222,-0.760159607648707,0.6577363728973871,-0.4088935300115114
North Macedonia,1,-1.133231583401467,1.55634373931603,-0.09523462169165506,-0.726461675880999,0.390964516876782,0.623641397821638,-0.04757485336358608
Norway,1,-3.129390626748897,-1.9283306344720026,1.137537581487649,0.11006217559232717,0.21219046246957943,-0.421098822959822,1.093525156227885
Oman,1,-1.1126325710579081,-2.799587498639433,-1.8544827373841195,-0.0047646104630347935,-0.7987960860289169,-0.7535443361932747,-1.1345762891659903
Pakistan,1,2.5280702258850027,0.06340281936049111,-1.0607843642517065,1.310081041167456,-1.1952890000803136,0.9684456065239556,-0.19059564191214137
Panama,1,-1.4195164240282085,0.3169286687934001,-0.2781381979955542,-0.17264853449739534,0.8203016548985783,-0.7936198565436585,0.19898971218481917
Papua New Guinea,2,4.95150082939532,0.23741051408433606,1.2199252048320397,1.174489517541253,1.3020937412983475,-1.1300420956755433,0.3327354006187812
Paraguay,1,-0.6307642871841045,0.5407617198958886,0.4126019145595058,-0.19775270943066672,-0.11756286407413394,0.10066178061522477,-0.7574539664539071
Peru,1,-0.7566435089721275,0.3563922778660663,0.43813895389334706,0.3656284408370505,0.28711568860802994,-0.5521467359107866,-0.7336919258784297
Philippines,1,0.05044335593275298,0.37142710851772065,-0.8052692858255232,0.907707927156913,-0.3245489934878395,-0.2905888049905595,-0.655214205414242
Poland,1,-1.6229178087484386,0.6721047085492116,-0.022386008130588497,0.5727376314208016,-0.07661626871231621,-0.47271471802690435,-0.31146019741012854
Portugal,1,-1.967180359403151,0.2913619508482831,0.4429901244334139,-0.31994956236353606,0.0010091490048818597,-0.46555370320264117,0.8193515336145047
Qatar,1,-2.3860480305910277,-4.920001346241283,-1.1019624745973886,0.2948899679453002,-0.7764834985462628,-0.914370005777852,-1.2315661891191536
Romania,1,-1.1722004304010276,0.8767720031694748,-0.12641342609240355,0.37594947375298576,0.05488717332487259,-0.08222567636641614,-0.37666968925427985
Russian Federation,1,-1.8749507730155246,0.8926661447092431,0.6365704455079502,0.7228677498512893,-0.16004976810654223,0.1309056978872738,-1.2404472068231869
Rwanda,2,3.334424810194647,0.08264293571907766,-0.34393978898354716,-1.0503621283363416,-0.11176038674055079,0.6950095506331008,1.2145960609799624
Samoa,1,0.8430492345527199,1.6114128298256398,1.488459987780023,0.7835318715090955,0.17516598291145066,0.1581685354855698,-0.5258930042820383
Sao Tome and Principe,1,0.6629696918411971,0.42803581320071443,0.7736861644344929,-0.7318258291654829,-0.09935490275660107,-0.2736376361960718,-0.25906414863904215
Saudi Arabia,1,-1.624689101027223,-2.7015322966867434,-1.9885265390894968,-0.1600372762497817,-0.47667401703571566,-0.6310626297031106,-0.3298961810859456
Senegal,1,2.108475527831063,-0.5020205426270289,0.044370538971475165,0.3440310311358338,-0.0037538179314156005,-0.7384069637469327,-0.9064798720395587
Serbia,1,-1.7410231555023008,2.239029035512254,0.6698160087060335,-0.3494657897605286,0.026895016171879838,0.3466258236594463,0.22874848863651123
Sierra Leone,2,4.580245915426906,-0.7375818936555513,1.133531680412477,-0.41828228987771865,-0.1183715452158698,-0.36714878603545475,0.34210018877146176
Singapore,1,-3.045523758265741,-2.991726557971418,-0.4162259891864011,-0.2715412037565555,-0.6109363645116239,-1.15384372949143,-0.6303534794171942
Slovak Republic,1,-1.623946489187518,0.9347336014160328,0.6138837058743415,0.06235532020446852,0.05703448745407545,-0.04977495782513475,-0.45328194472736155
Slovenia,1,-1.9811830691136878,0.820378992221403,1.217416819340264,0.25080607655996284,0.4840348535508979,-0.6935623124346747,0.24340897831982367
Solomon Islands,1,2.12577167062786,0.7674693949692674,1.3053656550453117,1.3503134133388006,1.1184439126678893,-1.208638287826375,-0.27492981353585555
"Somalia, Fed. Rep.",2,5.836327869219484,-0.6860646767656309,-1.0209436085445127,-1.5195242454035145,-0.12376615585885496,1.8500722481008118,-0.20207257800174927
South Africa,1,-0.06007782506040289,0.9688750189277796,-1.6155779149150062,-3.0021883247178787,0.09652700714228858,2.80854234002102,-0.33130936844297587
Spain,1,-2.386432896426069,0.25840178251675244,-0.019923853466628255,-0.8647238965475911,0.19493011850956915,0.27050588333146525,0.8036700185966427
Sri Lanka,1,-0.2643338888196126,1.2829511474669888,0.7428517714659362,0.9220853176165777,-0.5096137627492203,0.25348967163895875,-2.0265444635035257
St. Lucia,1,0.34673596958082487,1.4750115522258345,-2.242057772149483,0.06477253409709323,1.4516943263873539,-0.10449244165455823,1.339828262584281
St. Vincent and the Grenadines,1,-0.34260336027083044,2.3873375056223924,-0.2935523293445246,-0.4427740154253535,1.5813734363796883,0.7510220181647265,-0.4392982486839721
Suriname,1,-0.7518183722087661,1.2810887906176338,0.5493738766266957,0.36868675361455333,1.5235479064010227,-0.6033845495647461,-1.2935781115132599
Sweden,1,-2.9665092232780017,-0.024726303340182425,1.447602615679487,-0.47170648959086203,0.5775937691683108,-0.5297441445160661,0.3596797538109157
Switzerland,1,-3.1761291282986046,-1.3844307729709122,1.5807222715779456,-0.3322870174081756,-0.010570113698201822,-0.24823550446742876,1.517860631489738
Tajikistan,1,0.6227560111090376,0.2472764449800735,-1.1870807233388596,-0.5353815732510487,-0.49567970505308434,0.46753797891131016,0.09190887715390311
Tanzania,2,3.647839191034587,-0.6166631245147975,0.40222757776272994,0.9249714163937381,0.22832225349091953,-0.6961080936406747,-0.4605921530144029
Thailand,1,-1.4184330792119972,0.7224631612410609,-0.08589703805953458,1.017082360365149,-0.1517673209032373,-0.5640468024318179,-1.4367786843333938
Timor-Leste,1,0.8891486885911191,1.3674806813682465,4.335818768529178,-0.27713419823797136,-1.1094589441656788,0.9288776509537672,-1.2154360483300883
Togo,2,3.5588142359630144,-0.738747133503754,0.5056107644409076,0.12318818721433744,-0.25152046749766155,-0.277773439028149,0.3071729416260065
Tonga,1,0.25283903991808954,1.3596671245119396,1.1578437935723433,0.4940470051281981,-0.8698131262002164,0.390368365929117,0.2501217197612867
Trinidad and Tobago,1,-0.9560269718457509,0.7518557195808245,0.5089761081126144,0.42206478183063567,0.32633553289055867,-0.07206764834398365,-0.7449506763372722
Tunisia,1,-0.948729746108379,0.5174261539541221,-0.8605057672005703,-1.1319324656911751,-0.48484013255658054,1.1482153939510407,-0.4491765480101053
Turkiye,1,-0.9797508470899763,0.20766747513513303,-1.0228755972852508,0.18789227634105388,0.08993569721622514,0.385242733137989,-0.41343451596494263
Uganda,2,3.93722719821288,-0.9104354077386335,0.19261485740105166,0.4502275210994872,-0.8046704853293167,-0.2785169510546927,0.21770578591704484
United Arab Emirates,1,-2.2739660710199234,-3.392810074088575,-1.5065741272609903,-0.1281200601652942,-0.7289532432859314,-0.9798116272347274,-1.2684042985858182
United Kingdom,1,-2.549485076393763,-0.8081631213389906,0.6248361722859066,-0.35862434576452873,-0.7796142102617315,-0.04800055378829633,1.069181651316333
United States,1,-2.8750938201820357,-0.47039938300011297,2.1687177124886383,0.1627959045472931,-1.2730381740748247,0.5680203013308581,2.797344931723736
Uruguay,1,-2.2005483135955197,0.17141053668881684,-0.1102184246618082,-0.9500048428486988,-0.6137134720009636,0.14174223543225936,-0.0037218591428434047
Uzbekistan,1,-0.26593336987122534,-0.1420765096671439,-0.5873046979064241,0.03609921059941209,-0.7336872922837827,-0.07992701762165012,0.0018269549061354657
Vanuatu,1,2.047297263310642,-0.06081786806889252,-0.018614619752283124,0.5928765630003044,0.21647012989409664,-0.45790957213571026,-0.12506299900188292
Viet Nam,1,-0.3977041831627383,0.7978448337211914,-0.6195006563012896,1.4291830500070535,0.25923490487323647,-0.8697977270326844,-0.5756736077762228
West Bank and Gaza,1,-0.7761558858484143,0.10893991870625831,-1.1199522925939047,-2.4956916239261147,-0.39638194272495897,1.899753221594916,0.8950771249755785
Zambia,2,3.7749779775541947,-0.4231311692465107,0.7876363904033749,0.14778870170539446,0.6516703135682471,-0.5499988280882822,-0.13225969230632342
Zimbabwe,2,3.741274960089181,0.173154623184469,-0.13088117878075797,-0.004330600749755498,0.7228691114293639,0.11457628182254848,-0.13419561891658927
